This file was created by CMPT_ME_BEME_RETS_WEEKLY using the 202007 CRSP database.
The Tbill return is the weekly rate that, over four weeks, 
compounds to 1-month TBill rate from Ibbotson and Associates Inc.

,Mkt-RF,SMB,HML,RF
19361121,    1.47,    0.66,    0.78,   0.002
19361128,    0.95,    1.69,    1.80,   0.002
19361205,   -1.16,    1.39,   -0.03,   0.001
19361212,    0.56,    2.76,    2.22,   0.001
19361219,   -1.85,   -1.37,   -0.21,   0.001
19361224,    1.25,    1.60,    0.48,   0.001
19370102,    0.22,    0.26,    1.68,   0.003
19370109,    2.60,    1.84,    2.25,   0.003
19370116,    1.73,    2.08,    0.32,   0.003
19370123,    0.28,    0.64,    0.56,   0.003
19370130,   -0.43,   -0.12,   -0.42,   0.003
19370206,    1.10,    0.06,    1.44,   0.004
19370213,    1.16,    0.25,    0.31,   0.004
19370220,   -0.09,   -0.14,    2.98,   0.004
19370227,   -1.06,    0.42,   -0.38,   0.004
19370306,    2.90,   -1.27,    4.00,   0.004
19370313,   -1.24,    0.07,    1.03,   0.004
19370320,   -2.69,    0.51,    1.32,   0.004
19370327,   -0.25,   -0.28,   -0.12,   0.004
19370403,   -0.60,   -0.78,   -0.36,   0.009
19370410,   -2.72,   -0.02,   -1.42,   0.009
19370417,    0.70,    0.35,   -0.51,   0.009
19370424,   -1.79,   -1.40,   -0.11,   0.009
19370501,   -1.84,   -1.88,   -0.97,   0.016
19370508,    0.85,   -0.08,    0.29,   0.016
19370515,   -3.94,   -1.78,   -1.84,   0.016
19370522,    3.29,    0.65,   -0.09,   0.016
19370528,   -1.08,   -0.02,   -1.58,   0.016
19370605,    0.59,   -1.11,   -0.27,   0.008
19370612,   -3.17,   -0.62,   -0.64,   0.008
19370619,   -0.92,   -1.34,   -1.68,   0.008
19370626,   -1.21,    0.38,   -1.57,   0.008
19370702,    2.27,   -0.56,    1.55,   0.008
19370710,    3.61,    2.61,    1.92,   0.008
19370717,    1.22,   -1.31,   -1.37,   0.008
19370724,    2.81,   -1.01,    0.13,   0.008
19370731,   -0.79,   -0.17,   -0.91,   0.008
19370807,   -0.04,    0.40,    0.36,   0.006
19370814,    1.65,   -0.41,   -0.57,   0.006
19370821,   -3.57,    0.59,   -0.94,   0.006
19370828,   -3.50,   -0.02,   -0.78,   0.006
19370904,   -1.97,   -1.00,   -0.36,   0.009
19370911,   -8.30,   -6.45,   -1.93,   0.009
19370918,   -1.00,    3.32,   -0.64,   0.009
19370925,   -7.19,   -4.93,   -2.05,   0.009
19371002,    5.36,    2.77,    0.24,   0.004
19371009,   -6.65,   -0.91,   -2.53,   0.004
19371016,   -7.50,   -7.56,   -1.73,   0.004
19371023,   -3.68,    5.78,    0.53,   0.004
19371030,    8.92,    4.51,    2.24,   0.004
19371106,   -8.99,   -0.12,   -2.14,   0.005
19371113,    6.63,   -1.30,    3.10,   0.005
19371120,   -8.58,   -2.43,   -0.42,   0.005
19371127,    3.11,    0.01,    1.22,   0.005
19371204,    2.51,   -1.53,   -1.18,   0.001
19371211,   -1.60,   -1.02,    0.15,   0.001
19371218,   -0.22,   -3.65,    0.03,   0.001
19371224,   -0.55,   -2.01,   -0.23,   0.001
19371231,   -4.20,   -0.80,    0.51,   0.001
19380108,    9.17,    6.22,   -0.12,   0.001
19380115,    2.53,    2.23,   -0.26,   0.001
19380122,   -4.09,   -0.18,   -1.81,   0.001
19380129,   -7.40,   -0.94,    0.22,   0.001
19380205,    1.01,   -1.20,    0.57,   0.001
19380211,    2.04,    0.14,   -0.29,   0.001
19380219,    2.09,   -0.15,   -1.33,   0.001
19380226,    3.02,   -0.26,    0.24,   0.001
19380305,   -3.05,    0.20,   -1.55,  -0.002
19380312,   -4.55,   -0.71,   -1.18,  -0.002
19380319,   -2.27,   -2.13,   -1.65,  -0.002
19380326,  -11.41,   -2.78,   -1.09,  -0.002
19380402,    1.37,    2.16,    1.80,   0.003
19380409,   10.41,    1.59,   -0.51,   0.003
19380416,    3.34,    1.15,   -0.57,   0.003
19380423,   -2.01,    1.05,   -0.19,   0.003
19380430,   -5.27,    0.10,    0.60,   0.003
19380507,    5.91,   -3.18,    0.89,   0.000
19380514,   -0.90,    1.31,   -0.20,   0.000
19380521,   -3.69,    0.40,   -1.95,   0.000
19380528,   -3.78,   -1.13,    0.89,   0.000
19380604,    2.17,   -0.87,   -0.45,   0.000
19380611,    1.59,    0.10,   -0.83,   0.000
19380618,   -0.51,    0.49,   -1.38,   0.000
19380625,   16.55,    0.91,    2.16,   0.000
19380702,    6.16,    2.88,    4.48,  -0.001
19380709,   -1.10,    2.20,    0.36,  -0.001
19380716,    1.66,    1.87,    0.04,  -0.001
19380723,    4.86,    1.71,    2.58,  -0.001
19380730,   -2.38,    0.41,   -2.98,  -0.001
19380806,    2.74,   -0.65,   -0.25,   0.001
19380813,   -6.62,   -3.02,   -2.66,   0.001
19380820,    3.22,    0.60,    0.26,   0.001
19380827,    0.61,    1.56,   -0.49,   0.001
19380903,   -0.37,   -1.20,   -1.51,   0.005
19380910,   -3.39,   -0.51,   -0.92,   0.005
19380917,   -6.21,   -4.79,   -4.75,   0.005
19380924,    1.62,    0.82,    1.93,   0.005
19381001,    9.13,    3.53,    4.35,   0.003
19381008,    4.48,    3.10,    2.84,   0.003
19381015,    1.87,    0.43,   -0.23,   0.003
19381022,    1.12,    0.96,    1.31,   0.003
19381029,   -1.72,    0.36,   -0.29,   0.003
19381105,    0.52,    0.45,    0.67,  -0.016
19381112,    4.15,    0.44,    1.48,  -0.016
19381119,   -5.13,   -0.85,   -2.16,  -0.016
19381126,   -1.40,   -0.33,   -1.53,  -0.016
19381203,   -0.71,   -1.13,   -1.89,   0.000
19381210,   -0.32,   -1.26,   -1.93,   0.000
19381217,    2.65,   -1.47,   -0.14,   0.000
19381224,    0.12,   -1.90,    2.06,   0.000
19381231,    3.08,    2.43,    2.69,   0.000
19390107,   -1.77,    1.15,   -0.15,  -0.001
19390114,   -1.78,   -1.15,   -0.90,  -0.001
19390121,   -0.89,    0.48,   -1.07,  -0.001
19390128,   -5.21,   -2.96,   -3.33,  -0.001
19390204,    4.78,    1.71,    2.47,   0.002
19390211,    0.03,   -0.85,   -0.78,   0.002
19390218,    0.97,    0.17,    0.10,   0.002
19390225,    0.97,    0.75,    1.33,   0.002
19390304,    1.87,   -0.19,    1.49,  -0.002
19390311,    1.57,    0.78,   -2.07,  -0.002
19390318,   -6.97,   -1.42,   -3.12,  -0.002
19390325,    0.16,    0.08,    0.25,  -0.002
19390401,   -6.66,   -4.84,   -2.03,  -0.001
19390408,   -8.37,   -1.58,   -3.92,  -0.001
19390415,    7.48,    2.89,    4.21,  -0.001
19390422,   -0.48,    0.95,   -1.72,  -0.001
19390429,   -0.06,    0.20,    0.00,  -0.001
19390506,    2.62,    1.82,    0.43,   0.002
19390513,    0.54,    0.55,   -0.80,   0.002
19390520,   -1.00,   -0.35,   -0.90,   0.002
19390527,    4.07,    0.64,    1.51,   0.002
19390603,   -0.15,    0.56,   -1.04,   0.003
19390610,    2.24,    0.31,   -1.04,   0.003
19390617,   -3.23,   -0.02,   -1.72,   0.003
19390624,    1.32,    0.79,   -0.02,   0.003
19390701,   -4.09,   -2.54,    0.24,   0.000
19390708,    1.69,   -0.16,   -0.26,   0.000
19390715,    3.52,    1.15,   -0.19,   0.000
19390722,    5.08,    2.76,    1.28,   0.000
19390729,   -0.86,   -0.20,   -0.87,   0.000
19390805,   -1.01,   -0.50,   -0.19,  -0.001
19390812,   -2.24,   -0.89,   -0.61,  -0.001
19390819,   -2.73,   -1.81,   -0.82,  -0.001
19390826,    0.37,   -2.47,   -0.29,  -0.001
19390902,    0.91,    5.43,   -0.01,   0.002
19390909,   11.02,    9.77,   12.10,   0.002
19390916,    1.09,    1.02,    2.22,   0.002
19390923,    1.01,    1.05,    1.45,   0.002
19390930,    0.50,    0.05,    2.04,   0.002
19391007,   -2.41,   -1.56,   -2.36,   0.001
19391014,    0.45,   -0.16,   -0.53,   0.001
19391021,    2.63,    1.56,   -0.71,   0.001
19391028,   -0.12,    1.19,   -0.98,   0.001
19391104,   -0.29,    1.12,   -1.74,   0.001
19391110,   -2.13,   -2.68,   -2.24,   0.001
19391118,    1.58,   -0.37,   -0.25,   0.001
19391125,   -1.77,   -1.62,   -1.39,   0.001
19391202,   -1.22,   -0.98,   -1.73,   0.001
19391209,    0.98,    1.01,   -1.96,   0.001
19391216,    0.20,   -0.71,   -1.00,   0.001
19391223,    0.34,   -0.88,   -1.56,   0.001
19391230,    0.64,    0.14,    0.20,   0.001
19400106,    1.33,    2.04,    1.53,   0.000
19400113,   -3.88,   -1.48,   -0.87,   0.000
19400120,    0.35,   -0.73,   -0.83,   0.000
19400127,    0.55,    1.37,   -0.57,   0.000
19400203,   -0.39,   -0.20,   -0.46,   0.000
19400210,    1.92,    0.56,    0.73,   0.000
19400217,    0.20,    1.13,   -0.31,   0.000
19400224,   -0.90,    0.11,   -0.58,   0.000
19400302,   -0.39,    0.02,    0.05,   0.000
19400309,    1.40,    1.05,   -0.26,   0.000
19400316,   -1.69,   -2.49,   -0.60,   0.000
19400323,    1.16,    2.15,   -0.56,   0.000
19400330,    1.50,    0.25,    0.82,   0.000
19400406,    2.49,    1.22,    2.12,   0.000
19400413,   -1.43,    1.50,   -1.64,   0.000
19400420,   -1.08,    1.48,   -0.17,   0.000
19400427,   -0.04,    0.15,   -0.45,   0.000
19400504,   -0.34,   -0.60,   -0.74,  -0.004
19400511,   -2.11,   -1.42,    0.07,  -0.004
19400518,  -16.25,   -6.26,   -5.27,  -0.004
19400525,   -5.18,   -0.10,    2.15,  -0.004
19400601,    0.74,    1.21,    0.02,   0.001
19400608,    0.19,   -0.28,    0.27,   0.001
19400615,    6.72,    1.51,    1.42,   0.001
19400622,    0.02,   -1.74,    1.23,   0.001
19400629,    0.03,   -1.54,    1.49,   0.001
19400706,    0.16,    0.35,    0.53,   0.003
19400713,   -0.27,   -0.04,   -0.23,   0.003
19400720,    0.37,    0.98,   -1.15,   0.003
19400727,    0.20,   -0.57,    0.20,   0.003
19400803,    2.68,    0.42,   -0.50,  -0.002
19400810,    0.30,   -0.85,   -0.36,  -0.002
19400817,   -3.43,   -0.21,   -0.36,  -0.002
19400824,    2.31,   -0.16,   -0.42,  -0.002
19400831,    3.16,    0.94,    2.16,  -0.002
19400907,    3.11,    1.69,    0.84,   0.000
19400914,   -3.45,   -0.74,   -1.56,   0.000
19400921,    2.66,    0.82,    0.43,   0.000
19400928,    0.04,    1.09,   -1.49,   0.000
19401005,    1.36,    0.88,    2.06,   0.000
19401011,   -1.91,   -0.21,   -0.31,   0.000
19401019,    1.14,    0.26,    1.16,   0.000
19401026,    0.74,   -0.14,    1.49,   0.000
19401102,    2.30,   -0.38,    1.20,   0.000
19401109,    2.87,    3.36,    1.51,   0.000
19401116,   -2.10,   -0.68,    0.36,   0.000
19401123,   -1.74,   -0.02,   -0.24,   0.000
19401130,   -1.02,   -0.32,   -1.55,   0.000
19401207,    0.37,   -0.28,   -1.28,   0.000
19401214,    0.84,   -0.46,    0.68,   0.000
19401221,   -2.10,   -0.98,   -1.01,   0.000
19401228,    0.68,   -0.67,    0.04,   0.000
19410104,    2.09,    1.59,    2.29,  -0.002
19410111,    0.96,    1.05,    2.37,  -0.002
19410118,   -2.53,   -0.12,   -0.26,  -0.002
19410125,   -0.16,   -0.20,    1.20,  -0.002
19410201,   -4.13,   -1.13,   -1.45,  -0.002
19410208,    1.23,    0.00,    0.91,  -0.002
19410215,   -4.89,   -1.75,   -0.80,  -0.002
19410221,    1.35,    0.11,    0.76,  -0.002
19410301,    1.36,    0.90,    0.50,   0.003
19410308,    0.35,    0.00,    0.66,   0.003
19410315,    1.43,    1.15,    0.45,   0.003
19410322,   -1.24,   -0.31,    0.06,   0.003
19410329,    0.29,   -0.91,    1.56,   0.003
19410405,    1.67,   -0.04,    2.63,  -0.002
19410412,   -4.56,   -1.05,   -1.90,  -0.002
19410419,   -1.89,   -0.84,    0.37,  -0.002
19410426,    0.19,   -0.26,    2.64,  -0.002
19410503,   -0.09,   -0.14,    2.25,   0.001
19410510,    2.16,   -0.07,    2.12,   0.001
19410517,   -1.31,   -0.61,   -1.96,   0.001
19410524,    0.62,   -0.59,    0.01,   0.001
19410531,   -0.62,    1.01,   -1.01,   0.001
19410607,    2.59,   -0.52,   -0.07,   0.001
19410614,    2.51,    1.43,   -0.28,   0.001
19410621,   -0.15,    0.49,   -0.22,   0.001
19410628,    1.07,   -0.31,    1.04,   0.001
19410705,    0.82,   -0.41,    1.09,   0.007
19410712,    3.23,    2.89,    0.74,   0.007
19410719,   -0.05,   -0.02,    0.01,   0.007
19410726,    1.24,    1.72,    3.63,   0.007
19410802,   -0.06,    1.58,    0.80,   0.002
19410809,   -1.29,   -0.91,   -1.22,   0.002
19410816,   -0.94,   -0.93,    0.48,   0.002
19410823,    0.92,    0.59,    0.26,   0.002
19410830,    1.48,    0.47,   -0.29,   0.002
19410906,   -0.18,    0.26,   -0.66,   0.002
19410913,    0.14,    0.12,    0.89,   0.002
19410920,    0.04,    0.34,   -1.17,   0.002
19410927,   -1.45,   -1.94,    0.39,   0.002
19411004,    0.29,    0.11,    1.15,   0.001
19411011,   -2.49,   -0.90,   -0.32,   0.001
19411018,   -1.38,   -1.04,   -0.28,   0.001
19411025,    0.96,    0.57,    0.81,   0.001
19411101,   -1.83,   -0.42,    1.11,   0.001
19411108,    0.30,   -0.72,    0.10,   0.001
19411115,   -1.27,   -0.89,   -0.56,   0.001
19411122,    0.85,    0.02,    0.58,   0.001
19411129,   -2.12,    0.38,   -1.09,   0.001
19411206,    2.51,   -1.39,   -0.40,   0.002
19411213,   -6.41,   -1.42,   -5.87,   0.002
19411220,   -2.40,   -0.93,    2.19,   0.002
19411227,   -1.07,    0.52,   -0.54,   0.002
19420103,    5.83,    3.94,    2.40,   0.004
19420110,   -2.12,    3.20,    1.03,   0.004
19420117,    1.01,    0.23,    1.77,   0.004
19420124,   -0.64,   -0.10,    2.57,   0.004
19420131,   -0.48,    0.43,    0.61,   0.004
19420207,    0.29,    0.51,    0.77,   0.003
19420214,   -2.13,   -0.39,   -1.34,   0.003
19420221,   -1.66,    1.36,   -0.20,   0.003
19420228,    1.06,    0.22,   -0.23,   0.003
19420307,   -4.14,    0.56,   -0.72,   0.003
19420314,   -2.03,    1.52,   -0.65,   0.003
19420321,    0.96,   -0.66,    1.11,   0.003
19420328,   -1.17,    0.05,    0.25,   0.003
19420404,    1.00,    0.25,   -0.37,   0.002
19420411,   -1.36,   -0.33,   -0.02,   0.002
19420418,   -2.50,   -0.48,   -0.18,   0.002
19420425,   -2.53,    1.52,    0.07,   0.002
19420502,    2.07,   -1.94,    2.41,   0.006
19420509,    1.87,   -0.95,   -0.17,   0.006
19420516,    0.35,   -1.03,   -0.78,   0.006
19420523,    0.91,   -0.18,   -1.56,   0.006
19420529,    1.31,   -0.17,   -0.38,   0.006
19420606,    3.53,   -0.25,   -0.49,   0.006
19420613,   -0.26,   -0.19,   -0.50,   0.006
19420620,    0.18,    0.10,    0.39,   0.006
19420627,   -1.15,   -0.26,    0.77,   0.006
19420703,    1.95,   -0.99,    0.69,   0.006
19420711,    3.95,   -0.11,    1.04,   0.006
19420718,   -0.84,    0.32,   -0.36,   0.006
19420725,   -0.51,   -0.50,    0.63,   0.006
19420801,   -0.57,    0.54,    0.82,   0.007
19420808,   -0.54,   -0.23,   -1.14,   0.007
19420815,    1.57,   -0.96,    1.08,   0.007
19420822,    1.42,    0.42,    2.33,   0.007
19420829,   -0.82,    0.35,   -1.51,   0.007
19420905,    0.27,    0.08,    0.71,   0.007
19420912,   -0.58,    0.25,   -0.19,   0.007
19420919,    1.07,    0.11,    1.88,   0.007
19420926,    2.25,    0.52,    0.22,   0.007
19421003,    2.01,   -0.55,    2.54,   0.008
19421010,    3.79,   -0.06,    2.21,   0.008
19421017,   -0.72,    1.65,   -0.50,   0.008
19421024,    1.65,    0.22,    0.60,   0.008
19421031,   -0.35,   -0.37,    0.98,   0.008
19421107,    2.27,    0.25,   -0.36,   0.007
19421114,   -0.50,    0.14,   -1.16,   0.007
19421121,   -0.45,   -0.58,   -1.28,   0.007
19421128,   -0.95,   -0.40,   -0.93,   0.007
19421205,    0.55,   -1.13,   -0.47,   0.007
19421212,    0.56,   -0.50,   -0.84,   0.007
19421219,    2.78,   -0.10,    1.61,   0.007
19421226,    0.80,   -0.94,   -0.70,   0.007
19430102,    0.96,    0.78,    1.04,   0.007
19430109,    0.94,    2.53,    1.69,   0.007
19430116,    1.97,    2.10,    2.67,   0.007
19430123,    0.66,    1.07,   -0.44,   0.007
19430130,    2.60,    1.22,    2.86,   0.007
19430206,    0.53,    0.78,    0.10,   0.007
19430213,    2.21,    2.41,    2.70,   0.007
19430220,    0.76,    0.48,    0.52,   0.007
19430227,    2.54,    1.09,    2.56,   0.007
19430306,    0.95,    1.46,    1.46,   0.008
19430313,    0.59,    1.79,    1.91,   0.008
19430320,   -1.34,    0.28,   -2.04,   0.008
19430327,    3.97,    0.87,    1.91,   0.008
19430403,    1.66,    1.32,    5.04,   0.007
19430410,   -2.95,   -1.30,   -1.53,   0.007
19430417,    2.20,    1.78,    2.51,   0.007
19430424,    0.94,    0.59,    2.07,   0.007
19430501,    1.46,    0.31,    0.85,   0.006
19430508,    2.48,    2.41,    1.85,   0.006
19430515,   -1.25,    0.56,   -0.74,   0.006
19430522,    1.60,    1.19,    0.51,   0.006
19430529,    2.27,   -0.20,    0.41,   0.006
19430605,    1.20,    0.51,   -0.16,   0.008
19430612,   -1.35,   -0.06,   -2.37,   0.008
19430619,   -1.01,   -1.02,   -0.31,   0.008
19430626,    2.36,   -0.05,    1.68,   0.008
19430703,    1.00,   -0.01,    0.60,   0.007
19430710,    0.47,   -0.65,    0.24,   0.007
19430717,    1.15,   -0.68,    1.16,   0.007
19430724,   -0.38,   -0.08,   -0.31,   0.007
19430731,   -6.24,   -1.23,   -3.78,   0.007
19430807,   -0.72,   -0.38,   -1.58,   0.007
19430814,    2.00,    0.30,    1.78,   0.007
19430821,   -0.99,    0.06,   -1.97,   0.007
19430828,    0.06,   -0.56,    0.45,   0.007
19430904,    1.47,    0.29,    0.60,   0.007
19430911,    0.73,    0.66,    0.87,   0.007
19430918,    2.04,    0.34,    1.89,   0.007
19430925,   -0.45,    0.21,   -0.37,   0.007
19431002,   -0.31,    0.23,   -0.35,   0.007
19431009,   -2.33,   -0.63,   -0.45,   0.007
19431016,    0.65,   -0.26,    0.42,   0.007
19431023,    0.23,    0.70,    0.72,   0.007
19431030,    0.22,    0.42,    0.72,   0.007
19431106,   -2.53,   -0.65,   -2.99,   0.007
19431113,   -2.35,   -1.31,   -1.08,   0.007
19431120,    1.41,    0.74,    2.35,   0.007
19431127,   -1.65,    0.00,   -2.35,   0.007
19431204,    1.20,    0.28,    1.52,   0.007
19431211,    2.95,    0.90,    0.75,   0.007
19431218,    0.65,   -0.12,    0.62,   0.007
19431224,   -0.04,    0.76,   -0.31,   0.007
19431231,    0.57,    0.72,    0.17,   0.007
19440108,    1.55,    1.14,    1.55,   0.007
19440115,    0.58,    1.04,    1.01,   0.007
19440122,    0.03,   -0.01,   -0.02,   0.007
19440129,   -0.65,    0.18,   -0.55,   0.007
19440205,   -1.08,    0.72,   -0.01,   0.007
19440211,    0.72,   -0.32,    1.76,   0.007
19440219,    0.53,    0.18,    0.44,   0.007
19440226,    0.89,   -0.03,    0.85,   0.007
19440304,    0.26,   -0.45,   -1.64,   0.006
19440311,    2.32,    0.76,    1.28,   0.006
19440318,    0.98,    0.26,    2.41,   0.006
19440325,   -0.76,    0.75,    0.10,   0.006
19440401,   -0.74,   -0.28,   -0.87,   0.007
19440408,    0.18,   -0.01,    0.09,   0.007
19440415,   -0.70,   -0.66,    0.07,   0.007
19440422,   -1.41,   -0.53,   -1.06,   0.007
19440429,    0.20,   -0.08,    0.07,   0.007
19440506,    1.65,    0.40,   -0.20,   0.006
19440513,   -0.32,   -0.33,   -0.86,   0.006
19440520,    1.55,    0.76,    1.82,   0.006
19440527,    1.21,    0.56,    0.15,   0.006
19440603,    0.84,    0.23,   -0.38,   0.007
19440610,    0.10,    0.46,   -0.94,   0.007
19440617,    4.10,    0.92,    1.90,   0.007
19440624,    0.32,    1.09,    0.71,   0.007
19440701,    1.10,    1.91,    1.02,   0.007
19440708,    1.70,    0.46,    1.79,   0.007
19440715,    0.14,    0.57,   -0.17,   0.007
19440722,   -3.85,   -1.84,   -2.85,   0.007
19440729,    0.55,    0.97,    1.18,   0.007
19440805,   -0.65,    0.60,   -1.52,   0.007
19440812,    1.47,    0.82,    0.56,   0.007
19440818,    1.86,    0.85,    0.07,   0.007
19440825,   -1.44,   -0.64,   -1.13,   0.007
19440901,    0.58,    1.13,    0.09,   0.006
19440909,   -3.29,   -0.28,   -1.95,   0.006
19440916,    0.66,   -0.42,   -0.45,   0.006
19440923,    1.33,    0.47,    0.30,   0.006
19440930,    1.11,    0.61,    1.26,   0.006
19441007,    1.61,    0.00,    1.04,   0.008
19441014,   -0.10,    0.13,   -0.84,   0.008
19441021,    0.17,    0.29,   -0.13,   0.008
19441028,   -1.43,   -0.71,   -0.65,   0.008
19441104,    0.83,    0.07,    0.98,   0.007
19441110,    0.82,    0.26,    0.87,   0.007
19441118,   -1.60,   -0.98,   -0.43,   0.007
19441125,    0.72,    0.47,    0.23,   0.007
19441202,    1.13,    1.10,    1.36,   0.006
19441209,    2.49,    0.81,    2.23,   0.006
19441216,    1.03,    0.28,    1.24,   0.006
19441223,   -0.86,   -0.03,    1.12,   0.006
19441230,    1.13,    0.63,    0.46,   0.006
19450106,    1.23,    0.02,    0.95,   0.006
19450113,    1.63,    0.26,    2.52,   0.006
19450120,   -1.80,    0.83,   -3.06,   0.006
19450127,    1.25,    0.66,    1.22,   0.006
19450203,    1.19,    1.18,    0.95,   0.006
19450210,    0.63,    0.40,    0.10,   0.006
19450217,    2.47,   -0.03,    1.60,   0.006
19450224,    0.34,   -0.04,   -0.02,   0.006
19450303,    0.92,    0.61,    0.95,   0.006
19450310,   -2.12,   -1.95,   -1.32,   0.006
19450317,    1.53,    0.35,    1.19,   0.006
19450324,   -3.11,   -0.30,   -1.62,   0.006
19450331,    0.07,   -0.06,   -0.06,   0.006
19450407,    1.11,   -0.65,    0.30,   0.007
19450413,    2.42,    0.29,    1.18,   0.007
19450421,    2.45,    0.59,    1.34,   0.007
19450428,    1.38,   -0.06,    0.70,   0.007
19450505,    1.06,    0.60,   -1.64,   0.007
19450512,   -1.35,    0.68,    0.06,   0.007
19450519,    1.45,    0.63,    0.69,   0.007
19450526,   -0.10,    0.22,    0.67,   0.007
19450602,    1.17,   -0.01,    1.40,   0.006
19450609,   -0.26,    1.65,    0.43,   0.006
19450616,    1.13,    0.82,    2.44,   0.006
19450623,    0.96,    0.53,    1.23,   0.006
19450630,   -1.68,   -0.06,   -1.04,   0.006
19450706,   -0.53,   -0.72,   -0.51,   0.008
19450713,    0.72,   -0.17,   -0.14,   0.008
19450720,   -2.46,   -0.40,   -1.51,   0.008
19450727,   -1.25,   -0.40,   -0.88,   0.008
19450803,    1.57,   -0.04,    0.36,   0.007
19450810,    0.76,    0.87,   -2.42,   0.007
19450817,   -0.56,    0.57,   -2.47,   0.007
19450824,    2.61,   -0.09,   -0.11,   0.007
19450831,    3.10,    0.45,    0.81,   0.007
